ISBN,Title,Other Titles,Author,All Names,Country of Publication,Place of Publication,Publisher,Publication Year
9781631407260,Who killed Kurt Cobain?,Roman de Boddah ; Roman de Boddah. English ; Story of Boddah,"Otero, Nicolás","Otero, Nicolás, 1981-, author ; illustrator [person] ; Hahnenberger, Ivanka, translator [person] ; Guay de Bellissen, Héloïse, 1981- [person] ; Eisinger, Justin, editor [person] ; Little, Troy, 1973- [person]",United States of America,"San Diego, California",,2016
,Who rules the night,Batman (Comic strip) ; Batman. Knightfall ; Broken bat ; Knightfall ; Knightsend,"Moench, Doug","Roy, Adrienne [person] ; Aparo, Jim [person] ; Moench, Doug, 1948- [person] ; Hanna, Scott [person] ; Dixon, Chuck, 1954- [person]",United States of America,New York,DC Comics,2000
9780785196273,Who run the world? (squirrels),,,,United States of America,New York,Marvel Worldwide,2016
9780062089922 ; 9781781167526,Who washes the Washmen's infinite secrets of legendary crossover knight wars?,"Dark Radioactive Man! ; Dr. Crab's Commie Comics ; Gloria Grand, Radioactive Girl! ; In his own image ; Inside the Containment Dome! ; Let's draw-- Radioactive Man! ; Radioactive Man Radioactive Repository. Volume one ; Radioactive Man, teen idol! ; Radioactive Man: a glowing appreciation ; Radioactive man ; Radioactive repository. Volume one. Radioactive man ; See no evil, hear no evil! ; The 1,001 faces of Radioactive Ape! ; The Radioactive Man of 1995! ; The heroic life and mortifying death of Radioactive Man Chapter I ; The heroic life and mortifying death of Radioactive Man Chapter II ; The heroic life and mortifying death of Radioactive Man Chapter III ; The heroic life and mortifying death of Radioactive Man Chapter IV ; The molten menace of Magmo, the Lava Man ; The origin of Glowy, the Radioactive Dog ; The origin of Radioactive Man ; To betroth a foe!",,"Groening, Matt [person] ; Morrison, Bill, 1959- [person] ; Vance, Cindy [person] ; Vance, Steve [person]",United States of America,New York,HarperCollins,2012
9781302922061,Who will judge the Hulk?,,"Thomas, Roy","Trimpe, Herb, artist [person] ; Thomas, Roy, 1940-, author [person] ; Ellison, Harlan, author [person]",United States of America,New York,Marvel Worldwide,2020
9781849183550,Who will stop cyanide?,,Tome,"Tome, 1957-, artist ; author [person] ; Saincantin, Jerome, translator [person] ; Janry, 1957-, artist ; author [person]",England,Canterbury,Cinebook,2017
9781845761417,Who you gonna call?,,,,England,London,Titan,2006
9781595328892,Who's hungry?,,,"Hillenburg, Stephen [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2006
9781932897074,Who's that girl?,,"Hino, Hideshi","Hino, Hideshi [person]",United States of America,"Denver, Colorado",,2004
9781684053957,Whom the gods would destroy,Disney Uncle Scrooge ; Disney Uncle Scrooge : whom the gods would destroy ; News from the shoes ; Scare of the sky satellite ; Sometimes a nickel spent is a dollar saved ; Till debt do us part ; Uncle Scrooge ; Wonderful wishing crown,,"Disney Comics, Inc [organisation] ; Stabile, Vito [person] ; Erickson, Byron, 1951- [person] ; Geradts, Evert, 1943- [person] ; Jippes, Daan [person] ; Chendi, Carlo, 1933- [person]",United States of America,"San Diego, California",,2018
9781560976554,Why Are You Doing This?,,Jason,"Jason, 1965- [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2005
9781561635436,Why I killed Peter,,"Ka, Olivier","Ka, Olivier, 1967- [person] ; Alfred, 1976- [person]",England ; United States of America,London ; New York,Comics Lit ; Turnaround,2009
9780062227133,Why Unicorn drinks,,"Moss, C. W.","Schuster, Jennifer, editor [person] ; Moss, C. W., artist ; author [person]",United States of America,New York,itbooks,2013
9780062227140,Why Unicorn drinks,,"Moss, C. W.","Moss, C. W. [person]",United States of America,New York,,2013
9781524850623,Why my cat is more impressive than your baby,,"Inman, Matthew","TheOatmeal.com (Firm), creator [organisation] ; Inman, Matthew, artist ; author [person]",United States of America,Kansas,Andrews McMeel Publishing,2019
9781841612317,"Why, Charlie Brown, why? : a story about what happens when a friend is very ill",,"Schulz, Charles M. (Charles Monroe)","Schulz, Charles M. (Charles Monroe), 1922-2000 [person]",England,Partridge Green,Ravette,2005
9781632150196,Wicked & the divine. Vol. 1. The Faust act,Faust act ; The wicked + the divine. Vol. 1. The Faust act ; Wicked and the divine. Vol. 1. The Faust act,"Gillen, Kieron","Cowles, Clayton [person] ; Gillen, Kieron, author [person] ; Wilson, Matthew, 1981- [person] ; McKelvie, Jamie, artist [person]",United States of America,"Berkeley, California",Image Comics,2014
9781534304734,Wicked & the divine. Vol. 6. Imperial phase. Part 2,Imperial phase. Part 2 ; The Wicked and the divine ; The wicked + the divine. Vol. 6. Imperial phase. Part 2 ; Wicked + the divine. 6. Imperial phase. Part 2 ; Wicked + the divine. Imperial phase. Part 2,"Gillen, Kieron","Cowles, Clayton [person] ; Gillen, Kieron, author [person] ; Wilson, Matthew, 1981- [person] ; McKelvie, Jamie, artist [person]",United States of America,"Portland, Oregon",Image Comics,2018
9781534304734,Wicked + the divine. 6. Imperial phase. Part 2,Imperial phase. Part 2 ; The Wicked and the divine ; The wicked + the divine. Vol. 6. Imperial phase. Part 2 ; Wicked & the divine. Vol. 6. Imperial phase. Part 2 ; Wicked + the divine. Imperial phase. Part 2,"Gillen, Kieron","Cowles, Clayton [person] ; Gillen, Kieron, author [person] ; Wilson, Matthew, 1981- [person] ; McKelvie, Jamie, artist [person]",United States of America,"Portland, Oregon",Image Comics,2018
9781534304734,Wicked + the divine. Imperial phase. Part 2,Imperial phase. Part 2 ; The Wicked and the divine ; The wicked + the divine. Vol. 6. Imperial phase. Part 2 ; Wicked & the divine. Vol. 6. Imperial phase. Part 2 ; Wicked + the divine. 6. Imperial phase. Part 2,"Gillen, Kieron","Cowles, Clayton [person] ; Gillen, Kieron, author [person] ; Wilson, Matthew, 1981- [person] ; McKelvie, Jamie, artist [person]",United States of America,"Portland, Oregon",Image Comics,2018
9781632150196,Wicked and the divine. Vol. 1. The Faust act,Faust act ; The wicked + the divine. Vol. 1. The Faust act ; Wicked & the divine. Vol. 1. The Faust act,"Gillen, Kieron","Cowles, Clayton [person] ; Gillen, Kieron, author [person] ; Wilson, Matthew, 1981- [person] ; McKelvie, Jamie, artist [person]",United States of America,"Berkeley, California",Image Comics,2014
9781840238686,Wicked gnomes,Bluebeard affair ; Gallows bird ; Iron god ; Modesty Blaise. The gallows bird,"O'Donnell, Peter","O'Donnell, Peter, 1920-2010 [person] ; Romero, Enrique, 1930- [person]",England,London,Titan,2006
9781841613918,Wicked!,Garfield. Wicked!,"Davis, Jim","Davis, Jim, 1945 July 28-, artist ; author [person]",England,Horsham,Ravette Publishing,2015
9781401228750 ; 9781401228767 ; 9781848569621,Widening gyre,Batman : the widening gyre,"Smith, Kevin","Thibert, Art [person] ; Smith, Kevin, 1970- [person] ; Flanagan, Walt, 1967- [person]",United States of America,New York,DC Comics,2010
9781606902028,Widow warriors,Widow warriors. Volume 1,"Chao, Lloyd","Du, Zhilang [person] ; Chao, Lloyd [person] ; Lee, Pat, 1975- [person]",United States of America,"Runnemede, New Jersey",Dynamite Entertainment,2011
9781606902028,Widow warriors. Volume 1,Widow warriors,"Chao, Lloyd","Du, Zhilang [person] ; Chao, Lloyd [person] ; Lee, Pat, 1975- [person]",United States of America,"Runnemede, New Jersey",Dynamite Entertainment,2011
9780785152040,Widow's kiss,,"Swierczynski, Duane","Lopez, David, 1975- [person] ; Swierczynski, Duane [person] ; McCann, Jim [person]",England ; United States of America,London ; New York,Marvel ; Turnaround,2011
9780785192978,Widow's kiss,,"Kelly, Joe","Kelly, Joe, 1971-, author [person] ; Olivetti, Ariel, artist [person]",United States of America,New York,Marvel Worldwide,2015
9781302921446,Widowmaker,,"Cornell, Paul","Cornell, Paul, author [person] ; Liu, Marjorie M., author [person] ; Swierczynski, Duane, author [person]",United States of America,New York,Marvel Worldwide,2020
9780785124542,Widowmaker,Punisher Max. Vol. 8. Widowmaker ; The Punisher. Widowmaker,"Ennis, Garth","Medina, Lan [person] ; Ennis, Garth [person]",United States of America,New York,Marvel Publishing,2007
9781598169812,Wild Adapter,,"Minekura, Kazuya","Minekura, Kazuya [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2008
9781427802194,Wild Adapter,,"Minekura, Kazuya","Minekura, Kazuya [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2009
9781911238386,Wild Bill Hickok,,,"Trapani, Sal, 1927-1999, artist [person] ; Iorio, Medio, artist [person] ; Zweifach, Ira, 1914-1998, author [person]",England,"Newbury, Berkshire",,2017
9781593960100,Wild Bill is dead,,"Huppen, Hermann","Huppen, Hermann, 1938- [person]",England ; Slovenia,Celje ; London,Diamond,2008
9781849183956,Wild Bill,,,,England,Canterbury,Cinebook,2020
9781606901588,Wild Cards. The hard call,George R.R. Martin's Wild Cards. The hard call ; George R.R. Martin's Wild Cards. The hard call. Volume one ; Hard call,"Abraham, Daniel","Battle, Eric [person] ; Abraham, Daniel [person] ; Martin, George R. R. [person]",United States of America,"Runnemede, New Jersey",Dynamite Entertainment,2011
9781595824318,Wild Hunt,Hellboy. The Wild Hunt,"Mignola, Michael","Fegredo, Duncan [person] ; Robins, Clem, 1955- [person] ; Mignola, Michael [person] ; Stewart, Dave [person]",United States of America,"Milwaukie, Oregon",Dark Horse,2010
9781595827234,Wild about Harry --,Ghouls out for summer -- ; My bloody valentine -- ; Scary godmother : comic book stories ; Short stories and activity book stuff -- ; Sketchbook ; The search for Mister Boogeylegs --,"Thompson, Jill","Thompson, Jill, 1966- [person]",United States of America,"Milwaukee, Oregon",Dark Horse,2011
9781427813114,Wild adapter. Vol. 6,,"Minekura, Kazuya","Minekura, Kazuya [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2009
9780785117612,Wild blue yonder,Spider-Man. Vol. 4. Wild blue yonder,"Hudlin, Reginald","McNiven, Steve [person] ; Tan, Billy [person] ; Hudlin, Reginald [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2005
9781524100995,Wild card,,"Butcher, Jim","Butcher, Jim, 1971-, author [person] ; Powers, Mark, author [person] ; Gomez, Carlos, 1985-, artist [person]",United States of America,Mount Laurel,Dynamite Entertainment,2016
9781524100988,Wild card. volume 1,,"Butcher, Jim","Butcher, Jim, 1971-, author [person] ; Powers, Mark, author [person] ; Gomez, Carlos, 1985-, artist [person]",United States of America,"Montana Laurel, New Jersey",Dynamite Entertainment,2016
9781607065814,Wild children,,"Kot, Ales","Cowles, Clayton [person] ; Kot, Ales, 1986- [person] ; Rossmo, Riley [person] ; Wright, Gregory [person]",United States of America,"Berkeley, California",Image Comics,2012
9781595828866,Wild hunt,Darkness calls ; Hellboy. Volume 5. Darkness calls : The wild hunt,"Mignola, Michael","Fegredo, Duncan [person] ; Mignola, Mike [person] ; Mignola, Michael [person]",United States of America,"Milwaukie, Oregon",Dark Horse,2012
9781613775462,Wild justice,,"Prosser, Jerry","Adlard, Charles, 1966-, artist [person] ; Prosser, Jerry, author [person]",United States of America,"San Diego, California",,2013
9781631400476,Wild justice,Dead time ; Flesh and blood ; The Crow omnibus. Volume 1,,"Vance, James, 1953- [person] ; Adlard, Charles, 1966-, artist [person] ; Prosser, Jerry [person] ; Wagner, John, 1949- [person] ; Maleev, Alexander, artist [person] ; O'Barr, J., creator [person]",United States of America,San Diego,,2015
9780785128311,Wild pack,"Wolverine and Power Pack. The wild pack ; Wolverine, Power Pack. The wild pack","Sumerak, Marc","Koblish, Scott [person] ; Macchio, Ralph [person] ; Sumerak, Marc [person] ; Cosby, Nate [person] ; Gurihiru [organisation]",United States of America,New York,Marvel Publishing,2009
,Wild space,Star Wars omnibus. Wild space,,"Goodwin, Archie, author [person] ; Simonson, Walter, artist [person] ; Moore, Alan, 1953-, author [person] ; Claremont, Chris, 1950-, author [person] ; Davis, Alan, 1956-, artist [person]",England,"Milwaukie, Oregon",Dark Horse,2013
9781608868773,Wild's end. Volume two. The enemy within,Enemy within,"Abnett, Dan","Abnett, Nik, 1964-, author [person] ; Culbard, Ian, artist [person] ; Abnett, Dan, author [person]",United States of America,"Los Angeles, California",BOOM! Studios,2016
9780857680464,WildC.A.T.S version 3.0 : year one,,"Casey, Joe","Nguyen, Dustin [person] ; Casey, Joe [person]",England,London,Titan,2010
9780857682666 ; 9781401230500,WildCats version 3.0. Year two,Year two,"Casey, Joe","Nguyen, Dustin [person] ; Casey, Joe [person]",United States of America,New York,DC Comics,2011
9781401226688 ; 9781848566590 ; 9781848567443,WildCats. Family secrets,Family secrets,"Gage, Christos","Pérez, Ramón, 1973- [person] ; Woods, Pete [person] ; Gage, Christos [person] ; Googe, Neil [person]",United States of America,"La Jolla, California",Wildstorm,2010
9781629631271,Wildcat anarchist comics,,"Rooum, Donald","Kinney, Jay, 1950-, writer [person] ; Rooum, Donald, artist ; author [person] ; Clementson, Jayne [person]",United States of America,Oakland,PM Press,2016
9780600603092,Wilderlands,,"Wagner, John","Ezquerra, Carlos [person] ; Wagner, John, 1949- [person]",England,London,Hamlyn,2001
9780600603092,Wilderlands,,"Wagner, John","Ezquerra, Carlos [person] ; Wagner, John, 1949- [person]",England,London,Hamlyn,2001
9781401276522,Wildstorm : a celebration of 25 years,,,"Lee, Jim, 1964-, artist ; writer [person]",United States of America,"Burbank, California",DC Comics,2017
9781569714270,Will Eisner's Hawks of the seas,Hawks of the seas ; Works. Selections,"Eisner, Will","Eisner, Will, artist [person]",United States of America,Milwaukie,Dark Horse,2014
9781932382839,Will Eisner's John Law detective in Dead man walking,,"Chaloner, Gary","Chaloner, Gary [person] ; Eisner, Will [person]",England ; United States of America,"London ; San Diego, California",Diamond,2005
9780393061062,Will Eisner's New York : life in the big city,"New York, life in the big city ; Works. Selections, 2006","Eisner, Will","Eisner, Will [person]",England ; United States of America,London ; New York,W.W. Norton,2006
9781401225056 ; 9781848564763,Will Eisner's The Spirit,Spirit. Book four ; The Spirit,"Aragonés, Sergio","Aragonés, Sergio, 1937- [person] ; Hardin, Chad [person] ; Amancio, Aluir [person] ; Evanier, Mark [person] ; Eisner, Will [person]",England ; United States of America,London ; New York,DC Comics ; Titan,2009
9781401219208 ; 9781401222208 ; 9781848560628,Will Eisner's The Spirit,Spirit. Book two ; The Spirit,,"Cooke, Darwyn [person]",England ; United States of America,London ; New York,DC Comics ; Titan,2008
9781401259457,Will Eisner's The spirit : a celebration of 75 years,,"Eisner, Will","Cooke, Darwyn, artist [person] ; Eisner, Will, artist ; author [person]",United States of America,New York,DC Comics,2015
9781524108656,Will Eisner's the Spirit : who killed the Spirit?,,"Wagner, Matt","Wagner, Matt, author [person] ; Schkade, Dan, artist [person] ; Wagner, Brennan, artist [person] ; Powell, Eric, artist [person] ; Eisner, Will [person]",United States of America,Mount Laurel,Dynamite Entertainment,2019
