feature,mean_importance
property,-0.09759221037125629
other_debtors,0.0
people_liable,0.0
job,0.0
number_credits,0.0
housing,0.0
other_installment_plans,0.0
age,0.0
telephone,0.0
foreign_worker,0.0
employment_duration,0.0
savings,0.0
amount,0.0
purpose,0.0
credit_history,0.0
duration,0.0
installment_rate,0.0
present_residence,0.3039059591228779
status,0.4199947952168122
id,8.748118622607777
