feature,mean_importance
duration,-0.006192606368838982
job,-0.0018004276051466705
present_residence,0.0
people_liable,0.0
number_credits,0.0
other_installment_plans,0.0
age,0.0
property,0.0
telephone,0.0
foreign_worker,0.0
installment_rate,0.0
employment_duration,0.0
housing,0.001352395361241676
credit_history,0.019193278936711432
other_debtors,0.022635528419246896
amount,0.07682107533085789
purpose,0.076935131090398
savings,0.21525877265630472
status,0.5072383325107459
